-21.449219    -0.011719    21.449221
49910.453125    -7621.234375    50488.976562
39877.945312    19644.519531    44453.996094
31828.650391    9531.693359    33225.234375
45511.535156    594.863403    45515.421875
35872.804688    -3690.420654    36062.132812
44107.253906    13657.624023    46173.375000
38053.046875    -3780.810059    38240.410156
34593.804688    -12128.650391    36658.359375
30634.876953    15014.100586    34116.253906
40925.078125    -2244.033936    40986.554688
30717.369141    -4825.482910    31094.083984
35305.015625    6073.512695    35823.621094
37373.976562    -6899.967773    38005.574219
28985.806641    2778.747559    29118.695312
34312.406250    7061.905762    35031.582031
27453.126953    -107.918961    27453.339844
40046.429688    6302.894043    40539.398438
38171.132812    2516.761963    38254.011719
45521.636719    6928.142578    46045.832031
54072.343750    2029.681519    54110.421875
58471.324219    5573.517090    58736.359375
47846.312500    -17919.589844    51091.890625
34124.425781    -16034.085938    37703.691406
15765.587891    -2455.079834    15955.600586
29024.839844    -1042.915771    29043.570312
20818.345703    -4024.314941    21203.740234
23364.017578    15799.461914    28204.615234
65673.085938    -20170.001953    68700.679688
48480.175781    -8443.615234    49209.980469
42734.339844    5156.258789    43044.289062
15034.003906    37031.019531    39966.457031
11219.033203    -11387.512695    15985.685547
27449.308594    69335.710938    74571.476562
44147.031250    -29793.333984    53259.769531
-163773.968750    75361.609375    180281.125000
71738.812500    -18095.703125    73985.890625
-29302.451172    99334.328125    103566.125000
-21784.167969    -9433.310547    23738.941406
65539.335938    73776.710938    98683.375000
113301.835938    66621.070312    131436.953125
16635.218750    21255.478516    26991.216797
130382.632812    8377.065430    130651.468750
77764.343750    -21060.992188    80565.867188
33092.378906    8534.579102    34175.203125
-8832.975586    31413.152344    32631.388672
189.094650    5831.287109    5834.352051
24280.351562    50767.078125    56274.609375
70778.531250    -9484.766602    71411.210938
67531.554688    16281.553711    69466.539062
59347.570312    36747.054688    69803.148438
86849.890625    9816.330078    87402.882812
39666.062500    5911.597656    40104.156250
53609.546875    -647.549011    53613.457031
68878.195312    35435.183594    77458.750000
58478.972656    7677.395020    58980.785156
50753.785156    20710.929688    54816.871094
44942.597656    9452.808594    45925.949219
76848.273438    28392.234375    81925.429688
48140.246094    12698.781250    49786.968750
68821.375000    15368.517578    70516.468750
66142.523438    -3327.315186    66226.156250
42960.851562    -19439.152344    47154.167969
37609.796875    79992.132812    88392.523438
11143.595703    -32102.158203    33981.292969
75854.320312    -25920.230469    80160.687500
242289.750000    -90021.554688    258472.828125
166541.343750    -23238.531250    168154.828125
-20620.355469    101453.539062    103527.867188
61351.019531    -48621.144531    78281.304688
366204.906250    -99174.218750    379396.281250
437122.218750    83702.773438    445064.031250
192503.390625    -186064.531250    267726.656250
289322.250000    261381.218750    389907.031250
263733.312500    414827.250000    491565.750000
216528.312500    82180.937500    231599.265625
-253639.968750    322304.468750    410138.281250
452788.000000    -1089056.000000    1179432.000000
190172.046875    873293.375000    893759.875000
1070785.375000    790931.312500    1331222.625000
-1834059.125000    -102324.250000    1836911.250000
2010020.625000    27950.357422    2010215.000000
-395343.968750    592079.312500    711937.312500
-1339208.250000    365847.687500    1388280.750000
-1542037.375000    -740694.812500    1710704.000000
-1173743.250000    -676132.437500    1354558.375000
-739158.500000    314748.625000    803381.625000
1272060.000000    -923866.437500    1572153.250000
-729898.812500    -1203540.125000    1407572.750000
465655.000000    -1015059.062500    1116771.875000
-1239194.125000    41156.660156    1239877.375000
1803430.500000    783251.687500    1966175.250000
685444.312500    798398.875000    1052271.125000
431236.531250    562764.562500    708991.500000
572112.437500    -298078.343750    645107.250000
-482368.031250    -686752.875000    839230.875000
-266105.937500    -562062.625000    621873.562500
271984.718750    -69364.734375    280690.500000
-919550.187500    483074.093750    1038717.062500
419206.781250    -89917.875000    428741.812500
653679.437500    -495176.093750    820058.625000
-183795.218750    281537.281250    336220.062500
-312972.375000    25539.548828    314012.718750
-157936.093750    -424775.656250    453186.656250
-99106.484375    196997.921875    220522.734375
-495778.468750    12085.005859    495925.750000
-82759.500000    -35291.500000    89970.132812
-417002.312500    78228.164062    424276.531250
-144214.109375    -187282.750000    236373.734375
-92722.078125    -157067.078125    182393.671875
89098.046875    -328252.531250    340129.687500
379052.000000    -618218.125000    725171.750000
319043.375000    -138403.687500    347770.406250
-352162.937500    -77334.210938    360554.187500
-111184.351562    114669.117188    159721.531250
533956.187500    10485.215820    534059.125000
-134662.671875    -44467.644531    141814.687500
-78857.359375    -411043.843750    418539.750000
-252574.640625    394649.687500    468553.437500
231765.859375    -81619.414062    245717.609375
-19107.890625    156335.609375    157499.000000
-330814.343750    -21354.019531    331502.812500
124245.742188    79736.492188    147631.000000
-62641.671875    40793.808594    74753.687500
-66927.609375    -244754.625000    253740.281250
303982.562500    -194190.640625    360715.125000
238112.296875    262773.468750    354608.750000
-89561.429688    43295.253906    99477.273438
-87664.867188    1505.993774    87677.804688
105145.921875    60401.917969    121260.281250
-456924.156250    -53891.082031    460091.218750
36803.054688    244323.828125    247080.140625
27759.013672    -223173.046875    224892.796875
-243757.609375    154160.000000    288414.750000
18104.060547    -24123.966797    30161.611328
-152871.734375    -184403.140625    239529.296875
164465.109375    2497.230957    164484.062500
-79206.726562    -261572.125000    273301.437500
-11904.044922    65904.171875    66970.640625
21700.236328    126200.007812    128052.109375
77101.750000    -88220.695312    117164.718750
-194983.390625    -222139.625000    295574.906250
-59666.746094    72368.617188    93794.125000
202462.921875    362294.531250    415028.375000
400253.281250    160162.093750    431108.562500
-127435.328125    117565.664062    173382.375000
-7163.680176    72988.796875    73339.507812
6770.041504    -66129.937500    66475.570312
178212.609375    30741.500000    180844.609375
-84508.515625    -3125.817871    84566.304688
163280.296875    -34423.121094    166869.437500
31632.804688    33401.546875    46003.234375
-15597.625000    23724.480469    28392.548828
60270.292969    25621.679688    65490.292969
-134061.421875    -39696.574219    139815.171875
30574.242188    -10641.006836    32373.064453
126861.648438    42849.308594    133902.734375
-88015.062500    -73161.015625    114451.671875
-95993.281250    -62063.457031    114309.148438
-56591.343750    170703.406250    179839.468750
-73629.085938    27567.589844    78620.695312
-39794.421875    -71621.875000    81934.664062
-164906.578125    -74461.929688    180938.546875
-59070.968750    -30473.800781    66468.273438
15746.323242    207995.859375    208591.046875
43648.203125    -45054.828125    62730.402344
92630.351562    49160.671875    104867.312500
78187.648438    160925.562500    178914.343750
-8169.760742    -83260.148438    83660.007812
39183.324219    52812.136719    65760.585938
29533.884766    7167.577637    30391.191406
-94654.585938    182612.468750    205686.187500
60427.066406    17226.306641    62834.515625
61271.679688    -10385.887695    62145.679688
71336.742188    23444.294922    75090.382812
-84793.328125    -144393.031250    167449.265625
-47612.078125    58457.074219    75393.234375
8333.042969    57678.773438    58277.613281
-54974.613281    53266.007812    76547.210938
143185.906250    -99380.875000    174295.046875
71531.984375    -35928.035156    80047.789062
-31458.292969    -2664.039307    31570.892578
106173.453125    16796.755859    107493.875000
-29554.507812    47206.359375    55694.785156
54405.070312    -18164.443359    57357.289062
-38205.875000    92373.445312    99962.703125
-109437.937500    35925.742188    115183.859375
-11823.972656    -68243.968750    69260.703125
62573.796875    38822.300781    73638.656250
14148.872070    -133888.781250    134634.296875
-52323.101562    -131982.796875    141975.937500
-126681.382812    45593.441406    134636.296875
12513.539062    -69367.835938    70487.484375
33980.195312    -25833.525391    42685.179688
-2672.322510    16737.716797    16949.705078
-47057.089844    -37277.757812    60033.332031
29764.933594    -5853.181152    30334.980469
68494.492188    -19501.121094    71216.492188
79840.867188    85587.015625    117045.718750
95535.585938    94584.070312    134436.578125
31393.759766    83204.445312    88930.015625
-14113.893555    114283.968750    115152.187500
159488.109375    -22462.667969    161062.187500
-97906.828125    -71243.125000    121083.976562
138485.359375    8131.353516    138723.875000
77864.390625    17561.320312    79820.195312
-93261.132812    -28252.603516    97446.648438
413.711273    85655.625000    85656.625000
39782.539062    -147281.812500    152560.093750
-115196.929688    14183.107422    116066.757812
56831.109375    144636.125000    155400.718750
41373.601562    -94393.070312    103062.242188
76833.867188    54133.617188    93988.781250
84841.468750    71399.593750    110887.226562
-52859.343750    -77717.937500    93990.359375
70603.859375    -26283.576172    75337.445312
-57351.871094    -58831.281250    82160.554688
98296.632812    -206673.406250    228858.312500
-69012.164062    -200873.187500    212397.531250
-63753.964844    -37872.085938    74154.320312
-127804.148438    18876.189453    129190.601562
18484.880859    157249.234375    158331.968750
50364.582031    -87853.742188    101266.335938
-74673.562500    -19446.068359    77164.046875
104299.593750    30220.859375    108589.625000
5067.386719    -20982.726562    21585.949219
61582.671875    -115594.281250    130975.046875
8509.178711    24033.462891    25495.363281
16339.764648    107610.531250    108843.992188
73847.140625    51572.390625    90072.812500
-216925.234375    -72266.625000    228646.062500
-115963.335938    -53190.175781    127580.132812
-20987.666016    173474.703125    174739.671875
-133152.390625    -18697.615234    134458.765625
85940.242188    145319.765625    168829.968750
-55657.632812    28894.880859    62711.132812
12821.825195    25492.830078    28535.656250
114688.804688    -34954.246094    119897.125000
24778.535156    42119.445312    48867.406250
97501.523438    62014.953125    115552.585938
-71004.632812    49930.390625    86802.656250
13830.690430    -30728.023438    33697.171875
64067.488281    97557.625000    116713.890625
202091.359375    -151683.250000    252683.062500
26765.132812    134208.093750    136850.953125
6448.355469    -185176.312500    185288.546875
93305.148438    -100878.296875    137412.812500
309936.562500    -74907.320312    318860.125000
220084.531250    -127951.843750    254575.875000
193950.000000    -66880.070312    205157.375000
-1751.514893    -5812.916016    6071.062012
-82453.703125    -2773.754639    82500.343750
-80154.335938    25267.753906    84042.710938
18156.109375    65002.242188    67490.265625
243832.390625    88336.398438    259340.609375
-153722.984375    14447.884766    154400.453125
-23278.703125    207149.062500    208452.937500
-32136.558594    50231.656250    59632.019531
-105346.156250    -5953.527344    105514.250000
-58608.347656    67870.640625    89673.640625
6903.727539    43880.617188    44420.378906
-77360.695312    124565.687500    146633.171875
-55801.957031    675.664246    55806.046875
75766.281250    -1985.156494    75792.281250
241669.703125    -82525.945312    255371.843750
21780.707031    121226.765625    123167.882812
-35000.296875    32440.003906    47721.847656
-30900.617188    -10399.844727    32603.755859
-48752.019531    -13926.637695    50702.175781
-68475.531250    -42341.718750    80509.125000
36781.523438    -16941.187500    40495.484375
8181.546875    50558.621094    51216.324219
84777.867188    -15022.249023    86098.515625
55917.238281    -66191.531250    86649.039062
-46473.500000    -69771.671875    83832.406250
52706.351562    -27411.732422    59408.437500
149383.812500    28015.267578    151988.093750
19968.068359    -14874.541016    24899.310547
-12697.966797    -46004.777344    47725.023438
87183.742188    27457.263672    91405.171875
-78078.750000    166025.890625    183469.046875
-15218.311523    -123667.156250    124600.015625
129060.414062    6797.934082    129239.328125
-52385.441406    74107.796875    90753.515625
-82006.273438    88000.367188    120287.546875
-52493.316406    -28402.714844    59684.691406
-40994.089844    62554.175781    74789.976562
-63859.343750    -7481.083984    64296.054688
-47252.750000    -64268.707031    79770.226562
-60953.507812    -18560.943359    63716.863281
