-3071991.000000    1.250000
-1745007.625000    -1998918.125000
468.876617    -1605808.375000
-227706.937500    -654845.000000
-697148.937500    -1088428.250000
-256727.734375    -1223091.625000
42283.203125    -1326913.125000
637129.875000    -1043279.812500
310943.468750    -379062.593750
-183122.843750    -888230.812500
-101308.679688    -1348190.875000
862134.562500    -1708615.875000
1229644.375000    -1128026.250000
1292917.000000    -421434.343750
346585.468750    -213231.640625
294238.812500    -1158557.625000
1002797.750000    -1401686.875000
1349334.250000    -1158834.125000
1844490.500000    -636634.812500
1438018.750000    39860.667969
865208.250000    -386989.500000
1360525.625000    -544157.937500
1601199.625000    -678469.812500
1883855.875000    81253.242188
1223107.000000    519894.687500
780581.500000    130562.890625
904473.687500    -669227.875000
1675500.250000    -329000.187500
1619028.000000    -19258.851562
1338174.375000    300142.968750
1031414.750000    21366.445312
1621980.250000    -651639.375000
2396315.750000    17789.707031
2055382.500000    407563.781250
2242945.500000    951777.812500
1474372.500000    1348492.000000
1144743.875000    692505.250000
1815180.625000    668883.937500
1471938.250000    1213179.500000
1372212.250000    1246019.375000
1283590.375000    1312709.000000
987526.062500    1082789.750000
1066232.250000    1196406.000000
1186566.250000    1065479.625000
912514.375000    1426137.000000
1074106.625000    1057788.625000
927683.812500    1449387.250000
768544.312500    1035636.000000
1168882.000000    1249734.125000
1362702.250000    1278501.000000
828795.125000    2041700.250000
984550.937500    1693890.250000
474539.718750    1998638.000000
717425.687500    1685020.625000
759366.562500    1868147.250000
134838.578125    2446105.000000
-177459.593750    2099015.000000
-503544.781250    2107187.750000
-89774.437500    1443640.875000
-378540.625000    2075361.125000
-840684.250000    1739278.500000
-744497.312500    1455375.750000
-1451029.250000    1387437.625000
-686709.125000    403043.625000
-585368.187500    698521.125000
-65291.312500    1028849.687500
-780042.687500    901529.187500
-783224.000000    1101342.750000
-514968.906250    251706.046875
-409365.187500    541293.187500
350805.125000    853748.312500
-519738.156250    1100130.750000
-347498.312500    1112751.500000
-992010.750000    956438.187500
-956331.312500    813345.875000
-717284.937500    654273.187500
-1116345.875000    181988.781250
-231769.734375    161901.375000
-506135.375000    425237.250000
-1056425.500000    431897.781250
-730200.562500    -598365.937500
-120117.945312    -477342.937500
264666.656250    85443.351562
324724.593750    -462570.968750
831230.562500    968250.437500
-144237.921875    22671.943359
634884.562500    541762.250000
176578.484375    828080.625000
121880.765625    370460.062500
373154.281250    705082.125000
395121.312500    228349.125000
1093850.875000    1056279.125000
413779.218750    1273166.000000
42659.996094    1541304.875000
-180333.734375    1064439.750000
448058.062500    1193049.875000
-101888.242188    1764010.375000
